;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
55;Apartment;Private room;Real Bed;1;1;1;2;1;35
56;Apartment;Entire home/apt;Real Bed;4;1;2;145;1;997
57;House;Entire home/apt;Real Bed;6;4;4;0;4;999
58;Guesthouse;Entire home/apt;Real Bed;2;1;1;146;1;129
59;Apartment;Entire home/apt;Real Bed;4;1;1;126;1;125
60;Apartment;Entire home/apt;Real Bed;4;1;3;135;1;269
61;Apartment;Private room;Real Bed;2;1;1;1;1;101
62;Condominium;Entire home/apt;Real Bed;4;1;3;19;1;229
63;Apartment;Private room;Real Bed;1;1;1;0;1;112
64;Apartment;Private room;Real Bed;2;1;1;0;1;15
65;Apartment;Entire home/apt;Real Bed;4;2;2;104;1;89
66;House;Entire home/apt;Real Bed;11;4;8;0;7;2499
67;Apartment;Entire home/apt;Real Bed;6;2;3;20;1;60
68;Apartment;Private room;Real Bed;2;1;1;31;1;105
69;Apartment;Private room;Real Bed;1;1;1;10;1;80
70;Apartment;Entire home/apt;Real Bed;2;1;1;10;1;997
71;Apartment;Entire home/apt;Real Bed;2;1;1;17;1;385
72;Apartment;Entire home/apt;Real Bed;3;1;1;32;1;58
73;Serviced apartment;Entire home/apt;Real Bed;3;1;2;1;1;211
74;Apartment;Entire home/apt;Real Bed;6;3;3;132;1;80
75;Guest suite;Private room;Real Bed;2;1;1;167;1;139
77;Condominium;Private room;Real Bed;2;1;2;122;1;40
78;Bed and breakfast;Private room;Real Bed;2;1;1;9;1;138
79;Condominium;Entire home/apt;Pull-out Sofa;4;1;2;32;1;95
80;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;298
81;Apartment;Entire home/apt;Real Bed;2;0;1;31;1;29
82;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;85
83;Apartment;Entire home/apt;Real Bed;5;2;2;0;2;801
84;Apartment;Entire home/apt;Real Bed;4;0;2;62;1;55
85;House;Entire home/apt;Real Bed;8;6;6;0;5;1999
86;Apartment;Entire home/apt;Real Bed;5;2;3;34;2;451
87;Apartment;Entire home/apt;Real Bed;3;1;1;29;1;858
88;Apartment;Entire home/apt;Real Bed;3;1;3;45;1;212
89;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;933
90;Apartment;Private room;Real Bed;2;2;2;1;1;37
91;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;149
92;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;144
93;Apartment;Entire home/apt;Real Bed;8;4;6;77;2;169
94;Apartment;Entire home/apt;Real Bed;6;3;7;13;4;933
95;Apartment;Entire home/apt;Real Bed;5;3;3;1;3;298
96;House;Entire home/apt;Real Bed;2;1;1;18;1;72
97;Apartment;Entire home/apt;Real Bed;2;0;1;225;1;31
98;Apartment;Private room;Real Bed;4;1;2;0;1;105
99;Apartment;Entire home/apt;Real Bed;4;1;2;13;1;80
100;Apartment;Entire home/apt;Real Bed;8;3;4;77;1;264
101;Apartment;Private room;Real Bed;4;1;2;18;1;353
102;Apartment;Private room;Real Bed;2;1;2;1;1;20
103;Guesthouse;Entire home/apt;Real Bed;2;1;1;114;1;120
104;Apartment;Private room;Real Bed;2;1;1;0;1;30
105;Apartment;Private room;Real Bed;2;1;1;46;1;50
106;House;Private room;Real Bed;2;1;1;84;1.5;65
107;House;Entire home/apt;Real Bed;8;3;6;139;2;399
108;Condominium;Entire home/apt;Real Bed;6;2;5;18;2;351
109;House;Entire home/apt;Real Bed;11;4;6;45;2;325
110;Apartment;Entire home/apt;Real Bed;6;2;3;51;1;85
111;Guest suite;Entire home/apt;Real Bed;3;0;0;115;1;135
112;Apartment;Entire home/apt;Real Bed;4;1;2;110;1;351
113;Apartment;Private room;Real Bed;2;1;1;0;1;137
114;Condominium;Private room;Real Bed;3;1;3;191;1;40
115;Apartment;Entire home/apt;Real Bed;4;1;2;6;1;417
116;Treehouse;Entire home/apt;Real Bed;2;1;1;103;1.5;185
117;Apartment;Entire home/apt;Real Bed;6;3;4;0;3;1999
118;Apartment;Private room;Real Bed;1;1;1;1;1;71
119;Apartment;Entire home/apt;Real Bed;2;1;2;117;1;175
120;House;Private room;Real Bed;1;1;1;0;1;101
121;Bungalow;Entire home/apt;Real Bed;2;0;1;99;1;100
122;Apartment;Entire home/apt;Real Bed;4;2;2;32;2;351
123;Bed and breakfast;Private room;Real Bed;2;1;1;11;1;112
124;Guest suite;Entire home/apt;Real Bed;5;1;4;104;1;45
125;Condominium;Private room;Real Bed;2;1;1;179;1;479
126;Apartment;Private room;Real Bed;2;1;2;0;1;100
127;Condominium;Entire home/apt;Real Bed;4;2;3;65;1.5;125
128;Apartment;Entire home/apt;Real Bed;6;2;5;9;2;395
129;Apartment;Entire home/apt;Real Bed;4;1;4;0;1;701
130;House;Entire home/apt;Real Bed;10;4;6;0;6;3726
131;Apartment;Entire home/apt;Real Bed;5;4;4;2;1;31
132;Apartment;Private room;Real Bed;1;1;1;0;1;90
133;Condominium;Entire home/apt;Real Bed;4;2;3;0;1;134
134;Apartment;Entire home/apt;Real Bed;5;2;3;86;1;1703
135;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;746
136;Apartment;Entire home/apt;Real Bed;8;3;3;89;2;250
137;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;172
138;Apartment;Private room;Real Bed;2;1;1;139;1;298
139;Townhouse;Entire home/apt;Real Bed;4;0;2;0;1;633
140;House;Entire home/apt;Real Bed;8;4;5;3;3;500
141;Apartment;Private room;Real Bed;4;1;3;15;1;597
142;Townhouse;Entire home/apt;Real Bed;2;1;2;184;1;110
143;Hostel;Private room;Real Bed;1;1;1;203;1;447
144;Hostel;Private room;Real Bed;2;1;1;1;1;187
145;Apartment;Entire home/apt;Real Bed;5;3;3;125;1.5;1146
146;Apartment;Entire home/apt;Real Bed;2;1;1;60;1;125
147;Apartment;Entire home/apt;Real Bed;2;1;1;18;1;1484
148;House;Entire home/apt;Real Bed;4;2;2;15;1;359
149;Apartment;Private room;Real Bed;2;1;1;241;1;47
150;Apartment;Private room;Real Bed;2;1;1;2;2;149
151;Apartment;Entire home/apt;Real Bed;7;3;7;129;2;130
152;Apartment;Private room;Real Bed;1;1;1;0;1;53
153;Condominium;Private room;Real Bed;2;1;1;72;1;447
154;Apartment;Private room;Real Bed;2;1;1;0;1;2748
155;Apartment;Private room;Real Bed;2;1;1;0;1;40
156;Apartment;Private room;Real Bed;2;1;1;1;1;21
157;Apartment;Entire home/apt;Real Bed;4;2;2;130;1;84
158;Apartment;Private room;Real Bed;2;1;1;108;1;25
159;Apartment;Entire home/apt;Real Bed;3;1;1;215;1;189
160;Apartment;Private room;Real Bed;2;1;1;105;1;400
161;Condominium;Entire home/apt;Real Bed;2;0;1;206;1;463
162;Apartment;Private room;Real Bed;2;1;1;0;1.5;60
163;Apartment;Entire home/apt;Real Bed;6;2;3;0;2;91
164;Apartment;Entire home/apt;Real Bed;4;2;3;1;2;91
165;Apartment;Private room;Real Bed;1;1;1;1;1;47
166;House;Entire home/apt;Real Bed;8;2;4;44;2;189
167;Apartment;Private room;Real Bed;2;1;1;29;1;128
168;Apartment;Entire home/apt;Real Bed;2;1;1;137;1;99
169;House;Entire home/apt;Real Bed;14;4;8;119;3;169
170;Apartment;Entire home/apt;Real Bed;2;1;1;9;1;119
171;House;Private room;Real Bed;2;1;1;21;1;90
172;House;Private room;Real Bed;2;1;1;44;1;105
173;Apartment;Private room;Real Bed;3;1;1;13;1;59
174;Apartment;Entire home/apt;Real Bed;2;1;1;19;1;200
175;Condominium;Entire home/apt;Real Bed;8;2;4;103;2;325
176;Apartment;Entire home/apt;Real Bed;3;1;1;199;1;110
177;Apartment;Private room;Real Bed;1;1;1;211;1;424
178;Apartment;Entire home/apt;Real Bed;6;4;6;43;2;85
179;Apartment;Entire home/apt;Real Bed;3;0;1;87;1;135
180;Apartment;Private room;Real Bed;2;1;1;23;1;31
181;Apartment;Private room;Real Bed;4;2;2;57;1;65
182;Apartment;Private room;Real Bed;2;1;1;0;1;95
183;Loft;Entire home/apt;Real Bed;4;1;1;380;1;40
184;Apartment;Private room;Real Bed;2;1;2;2;1;70
185;Apartment;Entire home/apt;Real Bed;1;0;1;1;1;298
186;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;793
187;Apartment;Entire home/apt;Real Bed;5;2;2;3;1;903
188;Cabin;Entire home/apt;Real Bed;2;1;1;230;1;109
189;House;Private room;Real Bed;2;1;1;2;2.5;75
190;Apartment;Private room;Real Bed;2;1;2;5;2;190
191;Apartment;Private room;Real Bed;1;1;1;0;1;100
192;Condominium;Entire home/apt;Real Bed;6;2;3;7;2;400
194;House;Private room;Real Bed;1;1;1;12;2;125
195;House;Private room;Real Bed;2;1;1;203;1.5;100
196;Apartment;Entire home/apt;Real Bed;3;2;2;11;1;761
197;Apartment;Entire home/apt;Real Bed;2;1;1;6;1;60
198;Apartment;Entire home/apt;Real Bed;4;1;2;211;1.5;80
199;House;Entire home/apt;Real Bed;8;3;5;0;2;895
200;Apartment;Entire home/apt;Real Bed;4;3;4;7;1;55
201;Bed and breakfast;Private room;Real Bed;1;1;2;0;1;359
202;Apartment;Private room;Real Bed;2;1;1;0;1;506
203;Apartment;Entire home/apt;Real Bed;7;2;4;112;2;350
204;Apartment;Entire home/apt;Real Bed;6;3;4;11;3;518
205;Apartment;Entire home/apt;Real Bed;7;2;5;229;1.5;60
206;Apartment;Entire home/apt;Real Bed;6;3;8;4;2.5;351
207;Apartment;Private room;Real Bed;2;1;1;45;1;48
208;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;80
209;Apartment;Entire home/apt;Real Bed;4;1;1;37;1;125
210;Apartment;Entire home/apt;Real Bed;2;0;1;42;1;55
211;Apartment;Private room;Real Bed;1;1;1;1;1;65
212;Guesthouse;Entire home/apt;Real Bed;6;1;3;385;1;100
213;Apartment;Private room;Real Bed;1;1;1;2;1;90
214;Villa;Entire home/apt;Real Bed;5;3;4;7;1.5;209
215;Apartment;Private room;Real Bed;1;1;1;27;1;188
216;Apartment;Entire home/apt;Real Bed;5;2;5;2;1.5;306
217;Apartment;Entire home/apt;Real Bed;3;2;2;35;1;461
218;Apartment;Private room;Real Bed;3;1;1;2;1;40
219;Apartment;Private room;Real Bed;2;1;1;0;2;227
220;Apartment;Private room;Real Bed;3;2;2;54;1;35
221;Apartment;Entire home/apt;Real Bed;2;1;1;180;1;79
222;Apartment;Entire home/apt;Real Bed;4;1;1;7;1;133
223;Apartment;Entire home/apt;Airbed;4;2;3;19;1;125
224;Apartment;Entire home/apt;Real Bed;2;0;1;26;1;100
225;Apartment;Private room;Real Bed;2;1;1;0;1;353
226;Bed and breakfast;Private room;Real Bed;2;1;2;38;1;283
227;Apartment;Private room;Real Bed;1;1;1;0;1;35
228;House;Entire home/apt;Real Bed;8;4;7;104;2;499
229;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;200
230;Apartment;Private room;Real Bed;2;1;1;24;1;148
231;Apartment;Entire home/apt;Real Bed;3;1;2;41;1;161
232;Condominium;Entire home/apt;Real Bed;3;1;1;24;1;1000
233;Condominium;Entire home/apt;Real Bed;8;2;2;0;2;933
234;Apartment;Private room;Real Bed;2;1;1;36;1;267
235;Apartment;Private room;Real Bed;2;1;1;2;1;60
236;Guest suite;Entire home/apt;Real Bed;2;1;2;25;1;150
237;Apartment;Entire home/apt;Real Bed;4;2;3;22;1;348
238;Apartment;Entire home/apt;Real Bed;5;4;5;1;2;130
239;Condominium;Entire home/apt;Real Bed;3;1;1;16;1;125
240;Apartment;Private room;Real Bed;2;1;1;4;1;234
241;Condominium;Entire home/apt;Real Bed;2;1;1;0;1;239
242;Apartment;Entire home/apt;Real Bed;4;2;2;5;1;64
243;Cabin;Entire home/apt;Real Bed;2;1;1;1;1;65
244;Apartment;Private room;Real Bed;1;1;1;0;2.5;60
245;Apartment;Entire home/apt;Real Bed;4;1;1;28;1.5;90
246;Apartment;Private room;Real Bed;1;1;1;58;1;105
247;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;548
248;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;550
249;Apartment;Private room;Real Bed;1;1;1;0;1;25
250;Apartment;Entire home/apt;Real Bed;2;1;1;207;1;85
251;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;60
252;Apartment;Entire home/apt;Real Bed;2;1;1;176;1;90
253;Apartment;Entire home/apt;Real Bed;2;1;2;33;1;112
254;House;Private room;Real Bed;1;1;1;1;1;55
255;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;124
256;House;Private room;Real Bed;2;1;1;0;1;142
257;Apartment;Private room;Real Bed;2;1;1;4;1;40
258;House;Entire home/apt;Real Bed;8;4;4;0;2;650
259;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;691
260;Loft;Entire home/apt;Real Bed;2;0;1;0;1;179
261;Apartment;Entire home/apt;Real Bed;2;1;1;95;1;150
262;Apartment;Entire home/apt;Real Bed;8;3;4;36;2;1492
263;Apartment;Entire home/apt;Real Bed;2;0;1;269;1;502
264;Apartment;Private room;Real Bed;1;1;1;5;1;65
265;Apartment;Entire home/apt;Real Bed;2;0;1;1;1;903
266;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;1000
267;Apartment;Entire home/apt;Real Bed;6;4;4;20;1;90
268;Apartment;Entire home/apt;Real Bed;5;1;1;22;1;250
269;Apartment;Entire home/apt;Real Bed;2;0;1;163;1;34
270;Other;Entire home/apt;Real Bed;4;0;3;2;1;250
271;Apartment;Private room;Real Bed;2;1;2;0;1;42
272;House;Private room;Real Bed;2;1;1;76;2;52
273;Apartment;Private room;Couch;2;1;1;1;1;158
274;Condominium;Entire home/apt;Real Bed;6;2;3;18;2;240
275;Apartment;Private room;Real Bed;2;0;2;71;1;306
276;Condominium;Entire home/apt;Real Bed;2;1;1;2;1;35
277;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;246
278;Apartment;Private room;Real Bed;1;1;1;122;1.5;30
279;Apartment;Entire home/apt;Real Bed;4;2;4;94;1;225
280;Condominium;Entire home/apt;Real Bed;5;2;2;17;2;200
281;Apartment;Entire home/apt;Real Bed;3;1;2;1;1;150
282;Apartment;Private room;Real Bed;3;1;1;75;1;38
283;Townhouse;Private room;Real Bed;4;2;2;3;1.5;171
284;Apartment;Entire home/apt;Real Bed;4;3;3;10;1;120
285;Chalet;Entire home/apt;Real Bed;2;1;1;0;1;242
286;Apartment;Entire home/apt;Real Bed;4;1;4;5;1;75
287;Loft;Entire home/apt;Real Bed;4;0;0;39;1;99
288;Apartment;Entire home/apt;Real Bed;5;3;4;95;2;87
289;Apartment;Entire home/apt;Real Bed;6;3;5;165;1.5;199
290;Apartment;Entire home/apt;Real Bed;7;2;3;14;1;351
291;Apartment;Entire home/apt;Real Bed;2;1;1;57;1;45
292;Apartment;Private room;Real Bed;3;1;2;33;1;589
293;Serviced apartment;Entire home/apt;Real Bed;8;2;4;3;2;595
294;Apartment;Entire home/apt;Real Bed;2;0;1;70;1;125
295;Apartment;Private room;Real Bed;2;1;2;21;1;65
296;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;70
297;Apartment;Private room;Real Bed;2;1;2;79;1;49
298;Apartment;Entire home/apt;Real Bed;4;1;2;25;1;75
299;Condominium;Entire home/apt;Real Bed;3;0;1;19;1;139
300;Apartment;Private room;Real Bed;2;1;1;12;1;38
301;Condominium;Entire home/apt;Real Bed;5;1;3;28;1;246
302;Apartment;Entire home/apt;Real Bed;3;2;2;1;1;79
303;Apartment;Entire home/apt;Real Bed;4;2;2;217;1;250
304;House;Private room;Real Bed;2;1;2;5;1.5;317
305;House;Entire home/apt;Real Bed;5;2;3;1;2.5;399
306;Apartment;Entire home/apt;Real Bed;8;4;4;0;7;2499
307;Apartment;Private room;Real Bed;2;1;1;0;1;47
308;House;Entire home/apt;Real Bed;6;2;2;29;1;65
309;Apartment;Entire home/apt;Real Bed;2;1;1;32;1;139
310;Cabin;Entire home/apt;Real Bed;2;1;1;291;1;80
311;Apartment;Entire home/apt;Real Bed;6;3;3;0;2;1600
312;Apartment;Private room;Real Bed;1;1;1;17;1;95
313;Apartment;Entire home/apt;Real Bed;5;2;4;212;1;59
314;Apartment;Entire home/apt;Real Bed;3;1;2;193;1;322
315;Apartment;Private room;Real Bed;2;1;1;27;1;80
316;Loft;Entire home/apt;Real Bed;4;2;2;89;0.5;221
317;Loft;Entire home/apt;Real Bed;4;1;2;7;1;70
318;Apartment;Entire home/apt;Real Bed;2;0;1;53;1;69
319;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;148
320;Apartment;Private room;Real Bed;2;2;1;0;1;90
321;Apartment;Entire home/apt;Real Bed;4;1;1;1;2;679
322;Apartment;Private room;Real Bed;1;1;1;0;1;60
323;Apartment;Entire home/apt;Real Bed;4;1;2;60;1;1303
324;Condominium;Entire home/apt;Real Bed;4;2;2;55;2;174
325;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;75
326;House;Entire home/apt;Real Bed;6;1;5;0;1;125
327;Apartment;Entire home/apt;Real Bed;7;3;4;22;1;559
328;Apartment;Entire home/apt;Real Bed;6;2;2;90;2;527
329;Apartment;Private room;Real Bed;2;1;1;0;0;70
330;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;269
331;Apartment;Entire home/apt;Real Bed;6;4;4;0;4;3499
332;Apartment;Private room;Real Bed;1;1;1;0;1;314
333;Apartment;Entire home/apt;Real Bed;6;2;3;0;2;298
334;Condominium;Entire home/apt;Real Bed;8;4;7;0;3.5;3301
335;Apartment;Entire home/apt;Real Bed;3;0;1;88;1;94
336;Boutique hotel;Private room;Real Bed;2;1;1;0;1;385
337;Condominium;Entire home/apt;Real Bed;4;1;2;1;1;349
338;Apartment;Entire home/apt;Real Bed;4;1;4;2;1;746
339;Apartment;Entire home/apt;Real Bed;3;1;1;39;1;97
340;House;Private room;Real Bed;2;1;1;1;1;250
341;Cottage;Entire home/apt;Real Bed;8;4;4;5;2;200
342;Apartment;Entire home/apt;Real Bed;2;0;1;157;1;90
343;Serviced apartment;Entire home/apt;Real Bed;8;4;7;4;2;599
344;Condominium;Entire home/apt;Real Bed;8;5;5;1;4.5;1000
345;Condominium;Entire home/apt;Real Bed;3;0;1;16;1;68
346;Apartment;Entire home/apt;Real Bed;6;2;3;31;2;131
347;Apartment;Private room;Real Bed;2;1;1;4;1;30
348;Apartment;Entire home/apt;Real Bed;2;1;1;3;2;50
349;Apartment;Shared room;Real Bed;1;1;1;0;1;502
350;Apartment;Entire home/apt;Real Bed;7;3;3;27;2;225
351;Apartment;Entire home/apt;Futon;2;0;2;2;1;30
352;Apartment;Entire home/apt;Real Bed;4;2;2;23;2;165
353;Apartment;Entire home/apt;Real Bed;3;1;2;0;1;287
354;Apartment;Entire home/apt;Real Bed;2;0;1;18;1;42
355;Bungalow;Entire home/apt;Real Bed;2;1;1;10;1;160
356;Apartment;Entire home/apt;Real Bed;4;2;2;2;1;311
357;Serviced apartment;Private room;Real Bed;4;0;2;3;1;221
358;Apartment;Entire home/apt;Real Bed;4;2;3;17;1;85
359;Apartment;Entire home/apt;Real Bed;4;2;3;23;2;155
360;Apartment;Entire home/apt;Real Bed;6;3;4;5;3.5;399
361;House;Entire home/apt;Real Bed;4;2;2;22;2.5;125
362;Loft;Private room;Real Bed;2;1;1;1;1;239
363;Condominium;Entire home/apt;Real Bed;4;2;2;12;1;171
364;Apartment;Private room;Real Bed;1;1;1;0;1;42
365;Apartment;Entire home/apt;Real Bed;8;3;2;0;3;1201
366;Apartment;Entire home/apt;Real Bed;3;1;1;15;1;35
367;Apartment;Entire home/apt;Real Bed;8;3;4;43;2;475
368;House;Private room;Real Bed;2;1;1;73;1;80
369;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;1701
370;Apartment;Private room;Real Bed;2;1;1;5;1;399
371;Condominium;Private room;Real Bed;2;1;1;52;1;85
372;Apartment;Private room;Real Bed;2;1;1;0;2;48
373;House;Private room;Real Bed;1;1;1;0;1;112
374;Apartment;Private room;Real Bed;2;1;1;9;1;30
375;House;Private room;Real Bed;2;1;2;210;0;36
376;Condominium;Entire home/apt;Real Bed;2;1;1;55;1;90
377;Apartment;Entire home/apt;Real Bed;4;2;2;93;1;90
378;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;165
379;Apartment;Entire home/apt;Real Bed;5;2;3;213;1;58
380;Apartment;Entire home/apt;Real Bed;2;0;1;2;1;151
381;Condominium;Entire home/apt;Real Bed;8;3;5;65;2;345
382;Apartment;Private room;Real Bed;2;1;1;0;1;53
383;Farm stay;Private room;Real Bed;2;1;1;9;1;135
384;Apartment;Private room;Real Bed;2;1;1;4;1;40
385;Apartment;Entire home/apt;Real Bed;6;3;5;126;2;255
386;Boat;Entire home/apt;Real Bed;2;1;2;0;1;200
387;Serviced apartment;Entire home/apt;Real Bed;4;1;1;2;1;548
388;Apartment;Entire home/apt;Real Bed;6;2;4;13;1;115
389;Apartment;Entire home/apt;Real Bed;4;1;4;5;1;209
390;House;Private room;Real Bed;2;1;1;1;1.5;85
391;Condominium;Private room;Real Bed;5;1;1;107;1;108
392;Serviced apartment;Entire home/apt;Real Bed;12;3;7;18;2;564
393;Apartment;Private room;Real Bed;2;1;1;0;1;132
394;Loft;Private room;Real Bed;2;1;1;0;1;264
395;Apartment;Entire home/apt;Real Bed;2;1;2;4;1;70
396;Condominium;Private room;Real Bed;3;0;3;72;1;135
397;Serviced apartment;Entire home/apt;Real Bed;8;2;4;9;2;595
398;Farm stay;Entire home/apt;Real Bed;10;3;6;35;3;350
399;Apartment;Entire home/apt;Real Bed;4;0;2;119;1;239
400;Apartment;Entire home/apt;Real Bed;5;2;4;44;1;45
401;Condominium;Entire home/apt;Real Bed;6;2;3;15;2;250
402;Apartment;Private room;Real Bed;2;2;2;47;2.5;101
403;Condominium;Entire home/apt;Real Bed;2;1;1;49;1;125
404;Loft;Entire home/apt;Real Bed;3;1;1;4;1;81
405;Apartment;Private room;Pull-out Sofa;2;1;1;3;1;317
406;Loft;Entire home/apt;Real Bed;4;3;4;1;2;115
407;House;Private room;Real Bed;2;5;0;203;4;42
408;Condominium;Private room;Real Bed;2;1;2;1;1;351
409;Apartment;Entire home/apt;Real Bed;8;3;5;0;2.5;2201
410;Apartment;Private room;Real Bed;2;1;1;0;1;84
411;Apartment;Entire home/apt;Real Bed;6;2;4;133;1;150
412;Apartment;Entire home/apt;Real Bed;3;1;1;122;1;50
413;Apartment;Entire home/apt;Pull-out Sofa;2;0;1;77;1;205
414;Condominium;Entire home/apt;Real Bed;10;5;10;1;8;3544
415;Condominium;Entire home/apt;Real Bed;5;2;3;2;2;231
416;Apartment;Entire home/apt;Real Bed;2;1;1;20;1;127
417;Apartment;Entire home/apt;Real Bed;3;1;1;0;1;142
418;House;Entire home/apt;Real Bed;10;5;6;3;3.5;999
419;Apartment;Entire home/apt;Real Bed;6;3;4;41;2;50
420;Apartment;Entire home/apt;Real Bed;4;1;3;0;1;100
421;House;Entire home/apt;Real Bed;5;2;2;2;2;55
422;Apartment;Private room;Real Bed;1;1;1;0;0.5;322
423;Apartment;Entire home/apt;Real Bed;4;2;2;66;2;200
424;Serviced apartment;Entire home/apt;Real Bed;7;2;3;2;2;195
425;Townhouse;Entire home/apt;Real Bed;8;3;5;58;2;150
426;Serviced apartment;Entire home/apt;Real Bed;8;2;4;5;2;799
427;Guest suite;Entire home/apt;Airbed;2;0;1;83;1;58
428;Apartment;Entire home/apt;Real Bed;5;2;3;0;1;264
429;Townhouse;Entire home/apt;Real Bed;2;0;1;0;1;369
430;Loft;Entire home/apt;Real Bed;2;1;1;188;1;61
431;Apartment;Entire home/apt;Real Bed;2;1;1;27;1;150
432;Apartment;Private room;Real Bed;2;1;2;20;1;597
433;Apartment;Private room;Real Bed;2;1;2;14;1;597
434;Condominium;Entire home/apt;Real Bed;4;1;1;89;1;150
435;Villa;Entire home/apt;Real Bed;8;4;5;10;4;650
436;Loft;Entire home/apt;Real Bed;4;1;2;4;2;560
437;Apartment;Entire home/apt;Real Bed;2;1;1;81;1;90
438;Apartment;Entire home/apt;Real Bed;8;3;4;6;2.5;630
439;Apartment;Entire home/apt;Real Bed;5;2;2;0;1;2802
440;Apartment;Entire home/apt;Real Bed;6;2;2;4;1;1099
441;Apartment;Entire home/apt;Real Bed;7;4;4;0;3;420
442;Apartment;Entire home/apt;Real Bed;4;2;3;399;1;53
443;Apartment;Entire home/apt;Real Bed;5;2;4;1;1;70
444;Apartment;Entire home/apt;Real Bed;3;1;2;15;1;280
445;Apartment;Entire home/apt;Real Bed;4;1;2;54;1;49
446;Apartment;Private room;Real Bed;4;2;2;0;1;148
447;Apartment;Private room;Real Bed;2;1;2;93;1;39
448;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;1000
449;Apartment;Entire home/apt;Real Bed;4;2;4;13;1;30
450;Condominium;Entire home/apt;Real Bed;7;2;3;4;2;500
451;Condominium;Entire home/apt;Real Bed;2;0;1;22;1;149
452;Condominium;Entire home/apt;Real Bed;4;0;2;127;1;277
453;Apartment;Entire home/apt;Real Bed;6;3;3;0;2;951
454;Apartment;Entire home/apt;Real Bed;4;2;3;0;1;110
455;Apartment;Entire home/apt;Real Bed;4;1;2;128;1;112
456;House;Private room;Real Bed;5;1;7;2;1;701
457;Bed and breakfast;Private room;Real Bed;3;1;1;1;1;78
458;Apartment;Private room;Real Bed;4;1;1;0;1;121
459;House;Shared room;Real Bed;1;1;1;109;1.5;35
460;Guest suite;Entire home/apt;Real Bed;2;1;1;85;1;65
461;House;Entire home/apt;Real Bed;16;9;15;0;7;5595
462;Apartment;Private room;Real Bed;2;1;1;14;1;220
463;House;Private room;Real Bed;3;1;2;0;2;56
464;Apartment;Private room;Real Bed;2;1;1;0;1;351
465;House;Private room;Real Bed;4;1;3;391;2;25
466;Earth house;Entire home/apt;Real Bed;2;1;1;1;1;67
467;Apartment;Private room;Real Bed;1;1;1;1;1;25
468;Apartment;Private room;Real Bed;2;1;1;8;1;81
469;House;Private room;Real Bed;4;1;1;257;1;75
470;Apartment;Entire home/apt;Real Bed;2;1;2;0;1;502
471;Condominium;Entire home/apt;Real Bed;2;0;1;42;1;88
472;Apartment;Entire home/apt;Real Bed;4;1;2;161;1;97
473;Apartment;Private room;Real Bed;1;1;1;5;1;502
